gene,avg_logFC,p_val_adj,gene_set,scores,p_val
TFAP2A,0.5393508,6.513626200924573e-10,Other,6.3395658,2.3041398805991686e-10
TMEM200C,0.53929216,4.6291435024478e-09,Other,6.0193777,1.7508869301775352e-09
PFN2,0.5353387,3.3732922006585804e-08,EMT_hallmark,5.6794086,1.3516116368625196e-08
CSAG3,0.53477013,6.403087205389364e-10,Other,6.342499,2.2606818092497147e-10
SV2A,0.5340866,9.969087935997755e-12,Other,6.971619,3.133141922742152e-12
SCEL,-0.5337991,0.0007232535211558,Other,3.5537148,0.0003798311009063
RAB11FIP4,0.5324463,6.954207769459064e-08,Other,5.550829,2.8431829043842843e-08
ERBB4,0.5323513,2.6173110059595677e-08,Other,5.723815,1.0415829513512563e-08
ADRA1D,0.5318796,6.5001024158858124e-06,Other,4.668846,3.0289592890352257e-06
PSRC1,0.53016484,3.8694812343806625e-10,Other,6.42258,1.3398407811562974e-10
JRK,0.52884436,9.435663789871867e-08,Other,5.494622,3.9154795318515913e-08
THEM6,0.52752316,4.105461357043043e-09,Other,6.039364,1.5472282937427523e-09
MMAA,0.52523774,2.087008890684123e-09,Other,6.1510954,7.694957950685678e-10
CCDC85C,0.5230343,3.3995876249918686e-11,Other,6.790857,1.1146947178544766e-11
FAM117B,0.52298075,3.0708134335497913e-09,Other,6.087795,1.144765824207677e-09
RNASET2,-0.51705354,6.941183354777835e-17,Other,-8.528492,1.4826745397280545e-17
MED28,0.5167156,4.1820404182481506e-09,Other,6.03609,1.5789336272977706e-09
L3MBTL4,0.5155933,1.4408584037452034e-09,Other,6.2122135,5.224336933307438e-10
ANXA3,0.5139625,5.104273265928312e-10,Other,6.379401,1.7778149062280923e-10
AURKB,0.5101497,3.361674261839894e-09,Other,6.072993,1.2554824284014302e-09
NOP2,0.50935626,3.396640761335008e-07,Other,5.259836,1.4418393435871053e-07
PRSS8,0.5063174,3.193162192582325e-07,EMT_pancancer,5.2717733,1.3511203291062628e-07
PTGER1,0.5059049,1.363400507252869e-06,Other,4.9914894,5.991542365206485e-07
RAP1GAP2,0.5041264,1.8855668491054653e-08,Other,5.780977,7.426824528109282e-09
SOX4,-0.5010493,8.666613013034023e-13,Other,-7.317659,2.5233403874684094e-13
GLP1R,0.49976543,1.1140188080087577e-07,Other,5.4649496,4.630377494512592e-08
CCN3,0.49896705,8.608840258632506e-06,Other,4.60957,4.035027849114147e-06
CLUL1,0.49689272,3.6406482008590254e-08,Other,5.6657662,1.4636891746310773e-08
WDR5,0.49565205,6.804740541212702e-09,Other,5.955531,2.592282110938172e-09
IFI27L1,0.49441183,9.302533896738243e-08,Other,5.497419,3.853906900077272e-08
SLC35F5,0.4940669,3.580608313304437e-06,Other,4.7943563,1.6319779387169882e-06
PODXL2,0.48857978,3.280753282625074e-05,Other,4.317213,1.5801179075500356e-05
CFI,0.486762,0.0201785362497934,Other,2.5050216,0.0122443907039563
ADAMTS15,0.48639685,1.1894168436569828e-08,Other,5.860307,4.6201157668580756e-09
RAP1GAP,0.48340777,1.3592772888176383e-10,Other,6.5843787,4.56791143316948e-11
TMEM38A,0.48309615,1.2097320301481324e-08,Other,5.8566236,4.723715546292707e-09
ENTPD2,-0.48238215,2.2679474578815256e-05,Other,-4.399272,1.0861462655432613e-05
NCOA7,0.48100483,5.413680354615144e-06,Other,4.7071815,2.511653062481312e-06
PAX8,0.47911933,0.0010187531553584,Other,3.4570582,0.0005461071336207
NOXRED1,0.47875595,1.6983578162621322e-08,Other,5.799121,6.666343265192178e-09
PRUNE1,0.4765951,6.205971671635784e-08,Other,5.571565,2.5246061630191827e-08
FRZB,0.4752733,7.550747400696728e-05,Other,4.123968,3.724008071772196e-05
DTNA,0.47023514,1.8720722272461247e-07,Other,5.3709536,7.832138909907257e-08
SMARCAD1,0.46972778,3.8196855874101054e-08,Other,5.65724,1.5382679372427092e-08
HIBADH,0.46927023,1.453742481990363e-06,Other,4.978188,6.418223610964255e-07
EPOP,0.46857136,5.496431106703618e-09,Other,5.9909334,2.0864003792793327e-09
SETDB1,0.46658167,1.4752110540660064e-05,Other,4.494155,6.984672745781907e-06
CERS4,0.46433932,0.0006232204236963,Other,3.59471,0.0003247529554771
GFOD1,0.46331716,2.333769967391477e-07,Other,5.32989,9.827235440920573e-08
B4GALNT4,-0.46320534,1.580346767900499e-09,Other,-6.1967974,5.76235284078005e-10
GGT6,0.4584075,5.541183150034627e-07,Other,5.167613,2.3710232662393066e-07
ELN,-0.45519274,0.0044579752869861,EMT_hallmark,-3.023843,0.0024958596334623
SIRT5,0.45297843,9.747465033861938e-09,Other,5.8941402,3.766367441655497e-09
RAB36,0.45271024,4.061050328034745e-09,Other,6.0414104,1.5277284567368802e-09
OSBPL11,0.45256996,6.999388250671511e-07,Other,5.122866,3.00926079892816e-07
TRIM45,0.4498569,5.5763650230486827e-08,Other,5.5904603,2.2646870195646693e-08
BMP7,0.44828185,2.789670168514932e-05,Other,4.353502,1.3398007748105728e-05
CNFN,0.4470274,2.750524387994786e-10,Other,6.4755125,9.449080380526307e-11
TEDC1,0.44645515,2.403379141213806e-09,Other,6.128381,8.877788256320386e-10
INTS13,0.44350177,8.135773670654602e-10,Other,6.304027,2.900098913893205e-10
ANKZF1,-0.4429476,5.225232706961693e-05,Other,-4.209506,2.559297652389401e-05
SYNPO2,0.4422311,7.230034922164421e-08,Other,5.543735,2.960871444314953e-08
ENO1,0.4412501,1.2039084289783428e-08,Other,5.857715,4.69278591703803e-09
GPR156,0.43970585,2.0138668469179347e-08,Other,5.7693124,7.959568966389933e-09
IGF2BP2,0.43264374,4.260890636096709e-06,Other,4.757863,1.956531414534203e-06
TSPOAP1,-0.43254292,4.593375671117438e-19,Other,-9.107818,8.405565003609461e-20
SAPCD2,0.43052807,6.510619732988859e-08,Other,5.5626297,2.6573958093832077e-08
SPAG5,0.4295297,1.8855668491054653e-08,Other,5.781045,7.423813446702259e-09
ACE,0.4290944,8.666357924664097e-08,Other,5.511061,3.5667663567495095e-08
TJP3,0.42807412,2.5811571962378293e-07,Other,5.311268,1.088651334467656e-07
DDIT3,0.42711112,6.398421619757692e-10,Other,6.342908,2.254681904105092e-10
B9D1,0.423946,3.488434315092223e-06,Other,4.799882,1.587593576052175e-06
TAS2R5,0.42299646,4.235093906563558e-08,Other,5.638618,1.714204676466202e-08
PDE4A,0.41893613,3.2429765427972225e-08,Other,5.6864347,1.297190617118889e-08
ZC4H2,0.4174748,3.054229978120644e-09,Other,6.0889544,1.136505985055777e-09
ZNF696,0.4136536,1.659864091470489e-09,Other,6.1884756,6.07487674293281e-10
ARVCF,0.4107121,0.0004887610195305,Other,3.6598527,0.0002523602815127
THEMIS2,0.40670475,5.161242242856851e-06,Other,4.717209,2.3910244676091945e-06
PROM1,0.4058917,5.3632209111981634e-05,Other,4.2032986,2.630532161206718e-05
OMD,0.40563515,0.0023707074840718,Other,3.2156553,0.00130147002697
MCM8,0.40533203,6.8495087802046406e-09,Other,5.954167,2.613996207955648e-09
ACP6,0.40442413,3.3271038815767e-05,Other,4.3138022,1.604705205467946e-05
NRIP1,0.3999505,0.0002399711559205,Other,3.8421836,0.0001219445261718
GUCY1A2,0.39783028,4.597807808160482e-06,Other,4.742174,2.114366039671079e-06
TMEM125,0.3972716,3.786885068426154e-09,Other,6.053552,1.4168617602955e-09
SINHCAF,0.3964737,0.0002420600261336,Other,3.839728,0.0001231706799645
CD47,0.39498088,7.974038230713175e-05,Other,4.111076,3.938198473127731e-05
SPC24,0.39396268,4.1053806365209706e-08,Other,5.644552,1.6561161343244462e-08
HILPDA,-0.39364505,0.0003516382105171,Other,-3.7447085,0.0001806032985989
TRMT11,0.39360762,0.0006225652950652,Other,3.595324,0.0003239880617176
SGPP2,0.39215732,1.3420765301234653e-07,Other,5.4315257,5.587420656024222e-08
EPS8L2,-0.39047948,0.0083287162450966,Other,-2.8203661,0.0047968870043092
FJX1,0.38969243,4.92000290861369e-09,Other,6.0092144,1.864246000066548e-09
RAB17,0.38839036,9.82319981147252e-09,Other,5.8925714,3.8023133964135125e-09
THRB,0.3878918,4.884578399944469e-07,Other,5.1920333,2.0800993730375767e-07
CLTCL1,0.38734397,9.19637853664914e-07,Other,5.0687737,4.003865485343843e-07
MUSTN1,0.38470283,1.59933561478673e-05,Other,4.4766245,7.583244377594223e-06
KCNH7,0.38463336,8.2101942404764e-07,Other,5.0912156,3.557750837539774e-07
HID1,0.3844102,4.7429474086772616e-05,Other,4.2329025,2.306943807621933e-05
TRIM36,0.38400108,0.0011703732923269,Other,3.4176996,0.0006315274699567
BRD3OS,0.37952566,5.0880242983725125e-06,Other,4.7204146,2.3536438931247e-06
RAD54L,0.3788788,1.3751635850973725e-07,Other,5.4268875,5.7345256983992474e-08
DHX40,0.37877858,0.0034548706812334,Other,3.103037,0.001915455513745
MAP2K6,0.37763113,1.3835858356184083e-06,Other,4.988352,6.089660106429322e-07
PPP1R9A,0.3765192,3.471118287339472e-06,Other,4.801178,1.577351711525692e-06
BCL11A,0.37589025,2.72862622466004e-08,Other,5.716448,1.0877380732318257e-08
RESF1,0.37455872,7.970145434141157e-06,Other,4.6258726,3.730244937883752e-06
MEIS1,0.3705823,0.0070597515674037,Other,2.876232,0.0040245386486287
MYEF2,0.3702919,7.475051064089535e-07,Other,5.109565,3.229018656936636e-07
CCSER1,0.3665705,1.4798987715076322e-06,Other,4.9744368,6.543770078094973e-07
C2orf72,0.36277127,0.0001693979271865,Other,3.9290178,8.529356632710016e-05
ACVR2B,0.3619264,1.196897636861396e-06,Other,5.0174785,5.235409391169236e-07
HERC5,0.35233262,1.441671555500069e-07,Other,5.418156,6.021675748823418e-08
SELENBP1,0.34900433,2.1336168874385527e-06,Other,4.9000854,9.579504392581255e-07
FAM171B,0.34542346,4.648570793545181e-06,Other,4.7396502,2.14087239947625e-06
AMY2B,0.3443924,1.4029526757524092e-05,Other,4.505137,6.633007548625336e-06
GLT8D2,-0.3443757,0.0360687957671959,Other,2.2826502,0.0224509851203974
PNMA2,0.34375203,1.2276981851142118e-06,Other,5.0122943,5.378487287167023e-07
KCNN1,0.34052813,5.213577192064615e-05,Other,4.2103243,2.550042177615277e-05
SIN3B,0.33962157,0.0076300281702128,Other,2.8494246,0.0043798388367978
FRAS1,0.3388393,9.432017012136328e-07,Other,5.0636578,4.112872724339718e-07
TMTC1,0.33868304,0.0048360756334353,Other,2.9976494,0.0027207037747285
PNMA3,0.33805907,2.4133333967486305e-08,Other,5.7378664,9.587664651028572e-09
NABP1,0.337949,0.0177694863108517,Other,2.5520198,0.010710044130214
CXCL12,-0.33533198,0.0045396679019552,EMT_hallmark,3.0179768,0.0025446845926606
MAN2A2,0.33477348,2.326159838958932e-07,Other,5.3307767,9.779365853582449e-08
NPR3,0.3296629,9.63898588034412e-05,Other,4.066124,4.780150140660451e-05
PCDH1,-0.3275865,0.021067329181116,Other,2.487423,0.0128672340897447
VEGFC,0.32735285,1.616287925854892e-05,EMT_hallmark,4.4737597,7.685614014779385e-06
CLU,-0.32683805,2.1557129066145947e-10,Other,-6.5130973,7.36168625252059e-11
PCDHB11,0.3262328,8.597682178462946e-07,Other,5.0818706,3.737359804107362e-07
FMO1,-0.32612848,0.0155434423076456,Other,2.6018145,0.0092731965332008
MUC1,-0.3257538,4.454809340921325e-22,Other,-9.851875,6.727671249554655e-23
CEP131,0.32373533,0.0001796857993297,Other,3.9142156,9.069854632836648e-05
PTPRM,0.32249063,0.0001250277141281,Other,4.003437,6.242880419729718e-05
CGN,0.3202183,0.0006646217190571,EMT_pancancer,3.5772479,0.0003472309389359
ALDOC,0.31976998,2.0568153414429686e-06,Other,4.9084754,9.178713360452976e-07
OTX1,0.31757426,2.5847296332060045e-07,Other,5.3107224,1.091916396068659e-07
FXYD3,-0.31619713,0.0302782916214323,Other,2.3506577,0.0187402689989219
MGST1,0.31610453,0.0043924711609603,Other,3.028686,0.0024561981593941
LAD1,0.31559414,1.9467179297849705e-08,Other,5.775315,7.680927886226413e-09
RNF43,0.31336305,0.0008877859668319,Other,3.4966893,0.0004710701048495
FGF9,0.31316432,0.0003002890831458,Other,3.7848172,0.0001538215507543
SPEG,0.30940846,0.0173555055374845,Other,2.5606146,0.0104487227215468
EPCAM,0.3065892,2.5025856091135083e-09,Other,6.121355,9.278293584808583e-10
SPINT1,0.3058762,0.0005260885634526,EMT_pancancer,3.6399348,0.0002727071328917
NRCAM,0.3023538,1.6574682087461768e-06,Other,4.9512444,7.37404223482993e-07
LRRC8D,0.2991998,0.0010535836169109,Other,3.4473038,0.000566211603646
FAAP20,0.29751948,1.96147416425144e-07,Other,5.3619494,8.232854145191419e-08
IGLC1,0.29676047,7.872132285462351e-06,Other,4.6287374,3.679016925246691e-06
RAPGEF5,-0.28681388,0.0102385710113551,Other,2.7502441,0.0059550872208902
KLHL14,0.28660125,9.6483342226599e-05,Other,4.0655785,4.791349647987569e-05
HEG1,-0.28489548,0.0248592197584249,Other,2.4258957,0.0152706635658896
POMT1,0.28463486,2.884471569639467e-06,Other,4.8393083,1.3029177702317047e-06
PLPP2,0.28266406,0.0011680475546575,Other,3.4186547,0.0006293154172032
RNF217,0.28153032,4.751290088888628e-05,Other,4.232016,2.316060391493817e-05
SETD6,0.27581722,2.972072984046304e-06,Other,4.83276,1.34653102542506e-06
CCDC157,0.27250472,2.1017984184541057e-06,Other,4.9039054,9.394984350251642e-07
WNT5B,0.27213144,3.815802059615679e-06,Other,4.780987,1.7443666558243105e-06
VGF,0.27137527,0.0402829344161569,Other,2.2389944,0.0251562814925388
PTGDS,-0.27127084,0.0005176447979858,Other,-3.6444368,0.0002679780212702
CNTN5,0.27097258,0.0002916641329221,Other,3.792389,0.0001492050530322
MACC1,0.2690418,0.0289658854065335,Other,2.3682563,0.0178721483426707
LEF1,0.265521,0.019298537177958,Other,2.5219383,0.0116710201028603
CENPF,0.26464415,0.0002282937499157,Other,3.8547347,0.0001158551955354
DMKN,0.2624039,8.091988975151908e-08,Other,5.5234075,3.324871660538607e-08
DUSP16,0.25816542,2.334738254253974e-06,Other,4.8814635,1.0530146003880168e-06
TMCC3,0.24816743,0.0007041697644099,Other,3.5614226,0.0003688508289766
SMIM10L1,0.24441211,0.0005961831859187,Other,3.60692,0.0003098530299604
HHIP,0.23962454,0.0002898137436171,Other,3.7942986,0.0001480613071132
EFNB2,0.23863214,0.0152201921113743,Other,2.6097953,0.0090596381615323
TCEAL2,0.23781371,1.875160417770551e-05,Other,4.441291,8.942091516035076e-06
MET,0.23755728,4.2751117620618457e-05,Other,4.256504,2.0764828558586107e-05
EPOR,-0.23492485,2.9941773015403395e-06,Other,-4.8309865,1.3585824898825894e-06
SRGAP3,0.23322555,1.5424292761743358e-06,Other,4.9661145,6.830758223057772e-07
GABRP,0.22177252,0.0001027744241488,Other,4.0505033,5.11075537774184e-05
CYB561,0.22165231,0.0149962774658989,Other,2.6152525,0.0089161540851671
RGL3,-0.21944359,2.113240207325802e-06,Other,-4.902268,9.473641473657848e-07
LARGE2,0.21426792,0.0007418569611531,Other,3.5463476,0.0003906103999541
CDH1,-0.21414739,0.001097504700458,EMT_pancancer,-3.4359124,0.0005905620531036
ITGB8,-0.21146399,1.9479421794279322e-10,Other,-6.5291953,6.612402364180533e-11
SLC29A2,0.20870003,5.482212586081753e-06,Other,4.7043166,2.5471776845536308e-06
CD200,-0.20817527,0.0493141396563143,Other,2.154957,0.0311651943814394
USP5,0.20726807,0.0042869262803636,Other,3.036394,0.0023942629089649
LZTS3,0.20704323,0.0214845024377701,Other,2.4795785,0.0131537770027164
C1orf21,0.20538999,6.320555982371105e-08,Other,5.5680866,2.575519070367545e-08
ITM2C,-0.20523053,8.25748770549633e-14,Other,-7.635323,2.252552768642196e-14
ATP13A4,-0.20493728,0.0112489765674888,Other,2.715797,0.0066116433702791
MSI1,0.1994785,0.0001869549569286,Other,3.9039838,9.462210064959807e-05
RDH10,0.19930403,0.0007759857627234,Other,3.5340695,0.0004092133740602
HPN,0.19679032,2.6986708154788135e-05,Other,4.361073,1.2942604931377984e-05
TUBB2A,-0.19633359,4.1672671666405815e-08,Other,5.6416874,1.6839161203976225e-08
HMGA2,-0.19369033,8.223911997254789e-07,Other,-5.090602,3.569289696767725e-07
NFKBIA,0.1925431,9.175516893631014e-06,Other,4.595996,4.306875276602313e-06
PDE6B,0.1907743,0.0007232530738508,Other,3.5540557,0.0003793388571013
TUFT1,0.1883951,5.546534582969594e-07,Other,5.1671357,2.3770862498441122e-07
B4GALNT1,0.18374178,0.0003074643419807,Other,3.77861,0.0001577061999003
ABCA2,-0.18323824,0.0075139900293857,Other,-2.855359,0.0042988201460635
COL19A1,0.18072763,0.0005746198967815,Other,3.6168108,0.0002982550892818
WNT7A,-0.18013647,8.960729853831085e-08,Other,-5.504308,3.706206633421292e-08
LRRC75B,-0.17785025,0.0372066253253123,Other,2.2699628,0.0232098472267424
CYYR1,0.17569081,0.0302782916214323,Other,2.3505895,0.0187437043370771
TFPI2,-0.17491429,0.0180690188226927,EMT_hallmark,2.5454032,0.0109151623908511
DYRK1B,0.17466833,0.0296348564992338,Other,2.3593888,0.0183050678240165
TSPAN1,0.17427759,0.0002715631228877,Other,3.8107378,0.0001385526137182
SLC7A11,0.17338952,0.0001638198800929,Other,3.9380898,8.213282423707846e-05
THSD4,0.17299926,0.0158758642401988,Other,2.5937655,0.0094931188211801
SLC2A12,0.17083015,3.94289541751e-06,Other,4.7740974,1.8051487183566189e-06
SLC9A3R2,-0.16993184,0.0072895968945657,Other,2.8657272,0.0041605250302997
SHANK2,-0.16565464,0.0028881347933448,Other,3.156038,0.0015992800828453
EGFR,0.16397178,0.0001670839844718,Other,3.932701,8.399664253379375e-05
TACSTD2,-0.16385306,0.021067329181116,Other,-2.4873548,0.0128697017718654
SNTB1,0.16032773,7.32212871799085e-06,EMT_hallmark,4.644017,3.4169934017290634e-06
COL11A1,-0.15941711,0.0193675208413777,EMT_hallmark,-2.519892,0.0117390891630391
ABCC3,0.1589633,2.1017984184541057e-06,Other,4.903632,9.408050063556472e-07
LRATD2,0.15608427,0.041508766911028,Other,-2.225693,0.0260347504026992
C6orf132,0.1546563,0.0108801198761748,Other,2.728348,0.0063652401996669
PKP3,0.15015897,2.8949972569348445e-06,Other,4.838285,1.3096416162324296e-06
PDGFRL,0.14114021,1.5427729045313603e-06,Other,4.9657736,6.842775059554062e-07
C2orf88,0.138629,0.000186101037711,Other,3.9054163,9.406331361858731e-05
ERBB3,0.13633682,0.0075568139534624,EMT_pancancer,2.8531764,0.004328460781507
IRF6,0.13610993,1.1655992755729726e-06,EMT_pancancer,5.022867,5.090576428012575e-07
CIITA,-0.13343853,0.006003051736038,Other,2.9288917,0.0034017293170882
TNFAIP2,-0.13143954,0.004960450035883,Other,-2.9895322,0.0027940494079667
RHPN1,-0.13067451,3.566935381044827e-05,Other,-4.2977724,1.725232010831886e-05
GDAP1,0.124050654,1.0431320327787762e-05,Other,4.5685744,4.910526303965396e-06
NEURL1B,0.12273258,1.4159973230283324e-06,Other,4.983577,6.241947383145302e-07
CCL28,0.1196495,0.0259548928344069,Other,2.4097974,0.015961376273676
MYH14,-0.1191582,0.0206334064294071,Other,2.4955401,0.0125765524903053
ZNF467,0.11868287,0.0018619143086149,Other,3.2864597,0.0010145533069391
L3MBTL1,0.116216965,0.0010036466972677,Other,3.4614236,0.0005373264971086
ST14,-0.10942882,0.0006459705214952,Other,-3.585024,0.0003370472040727
OSR2,0.10534238,0.0098095333608305,Other,2.7653873,0.005685525458114
EPHB6,0.103955954,0.0006679252563374,Other,3.5756106,0.0003494112395398
NKAIN4,0.100625634,0.0083287162450966,Other,2.8202298,0.0047989269793176
SPRY4,-0.093623936,0.0109667785057138,Other,2.7253468,0.0064233988390609
SGSH,0.09282284,0.0001670839844718,Other,3.9327693,8.397280210526447e-05
TMEM74B,0.091329336,0.0037612714508344,Other,3.0767074,0.0020930068345459
FGFR2,-0.08743473,0.013305923778553,Other,2.6569982,0.0078839861300134
CDH6,0.086500645,0.0108792771362639,EMT_hallmark,-2.7287574,0.0063573462993542
MFAP5,0.07868803,0.0020841908458317,EMT_hallmark,3.2538543,0.0011385069722468
CMAS,0.07841577,0.0012807996997946,Other,3.3924613,0.0006926773886644
ECM2,0.06965092,0.0021377655954486,EMT_hallmark,3.2462826,0.0011692268971025
ARHGEF28,-0.065513864,0.0124298667302778,Other,2.6814182,0.0073310846633679
FERMT1,0.063872196,4.261567056552668e-05,Other,4.2575274,2.067004973688471e-05
GPT2,-0.06279478,0.001491757523748,Other,3.3494194,0.0008098112271775
L1CAM,-0.060893595,0.0328012317147298,Other,2.3194165,0.0203724656840465
PCDHGB1,0.057718232,0.0193675208413777,Other,2.5200284,0.0117345402942214
LAMA5,0.0562249,0.0028400443013627,Other,-3.1612904,0.0015707183789169
GUCY1A1,0.055410057,0.0009328428571704,Other,3.482774,0.0004962470165355
CGREF1,0.05403374,0.0023222685544483,Other,3.221931,0.0012732982686294
WDR54,-0.052677542,0.0036372481917866,Other,3.0874166,0.0020190438942162
AARD,0.052376006,0.0016231046423343,Other,3.3252723,0.0008833222543316
ENG,-0.048800875,0.0110266982792841,Other,2.7231638,0.0064659958617299
CES4A,-0.045687683,0.0001583113931851,Other,3.9466164,7.926339141788576e-05
KRT80,0.04334833,2.2976479912701865e-06,Other,4.8852153,1.0331600831493832e-06
EFNA3,0.04301909,0.0067130005972227,Other,2.8924663,0.0038223003400513
PROSER2,0.03597118,0.0129995399531675,Other,2.6660023,0.0076759188294894
RELN,-0.035802122,0.0288431633763141,Other,2.3702345,0.0177768068156058
HLA-DMB,-0.035589732,0.0007836316626768,Other,3.5308635,0.0004142053074148
PTPN13,0.03447919,0.0001693979271865,Other,3.9287448,8.539038370422347e-05
SOSTDC1,0.031836405,0.0007416637361725,Other,3.546757,0.0003900041279329
PLD6,-0.029462429,0.0026097740309911,Other,3.1876202,0.0014344880388033
ZNF185,0.028527955,5.044498800380904e-06,Other,4.7224607,2.3300780173187983e-06
BHLHE41,-0.026239656,0.0042766419593012,Other,3.0374854,0.0023856098004265
HEYL,0.025990088,0.003762700486255,Other,3.0762298,0.0020963616994849
PRR36,-0.02570944,0.0158861596080943,Other,2.5931516,0.0095100819422605
GFAP,0.025080124,0.0083348247411541,Other,2.8196158,0.0048081165853732
KCNJ8,-0.022101922,0.0005102750360695,Other,3.6484613,0.0002638156649067
COL25A1,0.020797286,0.0203604865349057,Other,2.5006561,0.0123963506454017
PDLIM3,-0.016927844,0.0050945235258303,Other,2.9810057,0.0028730340155873
SEMA6C,0.016819937,0.0369757702655135,Other,2.2727594,0.0230406840566057
CXADR,-0.01342999,0.00100136428087,Other,3.4623787,0.0005354233501794
CRACR2B,-0.013244718,0.0105433877021255,Other,2.7394667,0.0061538956791998
COL9A1,-0.011015937,0.0013176178537051,Other,-3.3843439,0.0007134855860879
NSMF,0.009384194,0.0007897179889865,Other,-3.5284762,0.0004179595887289
SYNPO,-0.007852714,8.029208407498532e-05,Other,4.1091657,3.97090783146356e-05
AIF1L,0.006562436,0.0118704161239839,Other,2.6971753,0.0069930478662381
HAGHL,0.005147385,0.001355412555047,Other,3.3762267,0.0007348733376683
FZD4,0.004102834,0.0104220117968087,Other,2.744037,0.0060688721755566
BDKRB2,0.00046229755,0.0468089198369682,Other,2.1769214,0.0294864352170289
