gene,scores,avg_logFC,p_val,p_val_adj
WNT10B,0.2886398,0.7442723,0.7728570202171717,0.9934699050120472
TPM1,0.28510657,0.32263014,0.7755625015093097,0.9934699050120472
WNT7A,0.2791272,0.628964,0.7801472037927457,0.9934699050120472
SCG5,0.2772247,0.637531,0.7816075859288534,0.9934699050120472
ACTA2,0.27464268,0.40925643,0.7835907645052081,0.9934699050120472
EFNA4,0.27369142,0.37121788,0.7843217645210423,0.9934699050120472
GDNF,0.26526597,0.76837605,0.790804575007586,0.9934699050120472
RGS5,0.24950221,0.40727064,0.8029723262788255,0.9934699050120472
CD28,0.24257159,0.2593522,0.8083372842869949,0.9934699050120472
FGF7,0.24243571,0.26122117,0.8084425705699387,0.9934699050120472
SLC2A4,0.23822297,0.47403464,0.8117081567735375,0.9934699050120472
CD14,0.22422585,-0.19491352,0.8225815712766837,0.9934699050120472
KRT1,0.22069259,0.25033274,0.8253317994157108,0.9934699050120472
SERPINH1,0.21851829,0.35202053,0.8270253159175617,0.9934699050120472
GNLY,0.2130825,0.18678334,0.8312626115885982,0.9934699050120472
CD27,0.20982103,0.19511826,0.8338073538139154,0.9934699050120472
KLK3,0.2032981,0.4882828,0.8389020384219465,0.9934699050120472
TSLP,0.19962895,0.47298482,0.8417707827798101,0.9934699050120472
ABL1,0.19663927,0.34930283,0.8441098340540709,0.9934699050120472
FZD1,0.19582391,0.2577698,0.8447479966986173,0.9934699050120472
TPSAB1,0.19514443,0.26371992,0.8452798767618903,0.9934699050120472
CFD,0.18889329,-0.017300794,0.850176452261471,0.9934699050120472
CD209,0.18671899,-0.122127615,0.8518809744612778,0.9934699050120472
PARP1,0.18427289,0.2097492,0.8537993888852007,0.9934699050120472
OXGR1,0.18386519,0.49826226,0.8541192090114829,0.9934699050120472
COL8A1,0.16062725,0.36081442,0.8723869957406132,0.9934699050120472
GDF9,0.15600683,0.3442769,0.8760276353816346,0.9934699050120472
SPARCL1,0.15532736,0.2036363,0.876563246797021,0.9934699050120472
UCP1,0.1492121,0.58436614,0.8813862644839136,0.9934699050120472
IL33,0.14486349,0.45653692,0.8848186549641796,0.9934699050120472
KIT,0.14105844,0.22368059,0.8878237730905404,0.9934699050120472
SOSTDC1,0.14024308,0.4629102,0.8884679383322405,0.9934699050120472
COL12A1,0.1395636,0.35380626,0.8890047989894109,0.9934699050120472
GZMA,0.13276888,0.29530862,0.8943761656284969,0.9934699050120472
KRT8,0.12937152,0.01760644,0.8970636821209952,0.9934699050120472
NPR2,0.12842026,0.37655735,0.8978163997723821,0.9934699050120472
LCN2,0.12801258,0.29737622,0.8981390212411762,0.9934699050120472
COL14A1,0.12543058,0.2565947,0.9001826793720165,0.9934699050120472
PTK2,0.12515879,0.19509628,0.9003978400210708,0.9934699050120472
MYL9,0.123663954,0.2740977,0.9015813540019382,0.9934699050120472
GPER1,0.123120375,0.19399022,0.902011777107625,0.9934699050120472
RSPO1,0.121081956,0.26588824,0.903626119295697,0.9934699050120472
HCAR3,0.118635856,0.22574319,0.9055638553512431,0.9934699050120472
IL20,0.117005125,0.24128196,0.9068559925402158,0.9934699050120472
CIDEA,0.113743655,0.23349258,0.9094410032336301,0.9934699050120472
LTF,0.11170524,0.40597323,0.9110571237045213,0.9934699050120472
PROKR1,0.10681304,0.2917144,0.9149373017861652,0.9934699050120472
RPL21,0.105182305,-0.50431955,0.916231149707948,0.9934699050120472
ADGRA3,0.104502834,0.12353382,0.9167703187086943,0.9934699050120472
LINC02446,0.103823364,0.2226178,0.9173095259954522,0.9934699050120472
CASP3,0.103007995,0.23624922,0.917956624930385,0.9934699050120472
HLA-E,0.102464415,-0.2715082,0.9183880544419836,0.9934699050120472
DHRS2,0.09648506,0.17970787,0.9231353372963328,0.9934699050120472
SOD1,0.094446644,0.060199127,0.924754363794636,0.9934699050120472
COL4A1,0.090233915,0.19820492,0.9281013322059055,0.9934699050120472
ERBB3,0.08969034,0.21294846,0.9285332930356855,0.9934699050120472
GPBAR1,0.08914676,0.13117701,0.928965274925658,0.9934699050120472
ADGRG5,0.088059604,0.117281936,0.9298293013796811,0.9934699050120472
VPREB3,0.08615708,0.27107263,0.9313415461121842,0.9934699050120472
CD33,0.085341714,0.08350139,0.931989727202448,0.9934699050120472
COL27A1,0.08493403,0.21379617,0.9323138346887366,0.9934699050120472
GCG,0.083167404,0.28459102,0.9337184294616242,0.9934699050120472
ADORA2A,0.08235204,0.19168618,0.9343667738453763,0.9934699050120472
SLPI,0.07745984,0.350637,0.938257739413162,0.9934699050120472
MST1R,0.075285524,0.26601824,0.9399875363252409,0.9934699050120472
PDGFA,0.07474195,0.18505797,0.9404200301179224,0.9934699050120472
ITGA6,0.07447016,0.15428372,0.9406362836116093,0.9934699050120472
LY75,0.06876259,0.18230759,0.9451785936054495,0.9934699050120472
HPGDS,0.06441397,0.17100485,0.9486406058562274,0.9934699050120472
ETS1,0.06387039,0.1109479,0.949073426919925,0.9934699050120472
TEK,0.06319092,0.2602913,0.9496144743665799,0.9934699050120472
MZB1,0.058162827,0.12074685,0.9536189309962642,0.9934699050120472
TNFRSF11B,0.052591152,0.29041594,0.9580576656520461,0.9934699050120472
XCL2,0.051096316,0.15322952,0.9592487727038078,0.9934699050120472
CCL21,0.050552737,0.08351029,0.9596819252377361,0.9934699050120472
NEAT1,0.050552737,-0.56304365,0.9596819252377361,0.9934699050120472
MMP16,0.049193792,0.23668058,0.9607648583685222,0.9934699050120472
NPR1,0.048106637,0.28330922,0.9616312570956671,0.9934699050120472
CD40LG,0.04606822,0.15598372,0.9632558760393881,0.9934699050120472
PIGR,0.04484517,0.0657126,0.964230721069875,0.9934699050120472
IL4R,0.04457338,0.050510723,0.9644473606114224,0.9934699050120472
CD3D,0.042670857,0.10430295,0.9659639099939894,0.9934699050120472
NGFR,0.037370976,0.045311645,0.9701892152893684,0.9934699050120472
RSPO3,0.037370976,0.21202035,0.9701892152893684,0.9934699050120472
CDH11,0.03696329,0.14829743,0.9705142749509396,0.9934699050120472
CXCR5,0.036147926,0.12762277,0.9711644089155209,0.9934699050120472
ADGRG2,0.03506077,0.24998815,0.9720312839348998,0.9934699050120472
NLRP2,0.032886457,0.21799758,0.9737651320789104,0.9934699050120472
