gene,scores,avg_logFC,p_val,p_val_adj
CX3CR1,-0.26536337,-0.36461687,0.790729557015552,0.9997937165551851
PTTG1,-0.2656736,-0.31260592,0.7904905906768209,0.9997937165551851
TYMS,-0.26598385,-0.35173717,0.7902516440338526,0.9997937165551851
GPBAR1,-0.270379,-0.1085937,0.7868686948819674,0.9997937165551851
CAMP,-0.27606684,-0.28326353,0.78249673355,0.9997937165551851
DHRS2,-0.27772146,-0.26096246,0.7812261724687173,0.9997937165551851
MMP8,-0.2779283,-0.32862937,0.78106739331101,0.9997937165551851
SCGB3A1,-0.28010002,-0.45871952,0.7794007643954692,0.9997937165551851
NOTCH3,-0.28030685,-0.13790604,0.7792420905764226,0.9997937165551851
NR1H2,-0.28103077,-0.09132825,0.7786868046929374,0.9997937165551851
GNLY,-0.2826854,-0.15273185,0.7774180044081807,0.9997937165551851
IL12RB2,-0.28299564,-0.3408683,0.7771801703132177,0.9997937165551851
ST6GALNAC3,-0.2915791,-0.16982417,0.7706084480378854,0.9997937165551851
CD33,-0.2927684,-0.56037194,0.7696991938591955,0.9997937165551851
TGFB3,-0.29318205,-0.21978916,0.7693830056725297,0.9997937165551851
CDH1,-0.29323375,-0.36487266,0.769343484844267,0.9997937165551851
PPBP,-0.29400936,-0.52350205,0.768750744381582,0.9997937165551851
GDF3,-0.29587084,-0.57016915,0.7673287193103093,0.9997937165551851
MERTK,-0.29788744,-0.51283944,0.7657890758533369,0.9997937165551851
ICOS,-0.3010416,-0.28467783,0.7633827718156962,0.9997937165551851
PGR,-0.30585042,-0.36232176,0.7597185467613544,0.9997937165551851
MAPK13,-0.30688456,-0.35182783,0.7589312423421981,0.9997937165551851
WNT2,-0.3079187,-0.73957264,0.7581441877464244,0.9997937165551851
IL17RB,-0.31024554,-0.23197241,0.7563742322693283,0.9997937165551851
SELPLG,-0.3133997,-0.44199637,0.7539770001197655,0.9997937165551851
ST6GAL1,-0.3153646,-0.38928956,0.7524848383331768,0.9997937165551851
EPHA2,-0.31598508,-0.18134287,0.7520138211397762,0.9997937165551851
S100A9,-0.31639877,-0.12527776,0.751699860968198,0.9997937165551851
PDGFB,-0.31774315,-0.249062,0.7506797744315423,0.9997937165551851
EPHB6,-0.31779486,-0.35195428,0.7506405490236894,0.9997937165551851
GPER1,-0.3180534,-0.30229473,0.750444431654749,0.9997937165551851
HBB,-0.32063878,-0.37646982,0.7484841468297709,0.9997937165551851
AQP3,-0.32105243,-0.4073306,0.7481706516920434,0.9997937165551851
LTF,-0.3214661,-0.79404867,0.7478571981858332,0.9997937165551851
GPR183,-0.32337928,-0.30673644,0.7464080186357731,0.9997937165551851
UCP1,-0.32467198,-0.42473578,0.7454293503779934,0.9997937165551851
FCRLA,-0.32508564,-0.35411403,0.745116263197086,0.9997937165551851
CD80,-0.32596466,-0.40339488,0.744451092781184,0.9997937165551851
ALCAM,-0.32798126,-0.2878273,0.7429258344008967,0.9997937165551851
CD59,-0.32994613,-0.1341959,0.7414406551889097,0.9997937165551851
SERPINA1,-0.33149737,-0.2595719,0.7402688249423449,0.9997937165551851
IL6R,-0.3317042,-0.24648716,0.7401126263718483,0.9997937165551851
SPP1,-0.3351169,-0.31632292,0.7375369014940782,0.9997937165551851
